0.017861161323081;	0.011054917060125;	0.006235807741694;	0.005814618405620;
0.019220974645983;	0.012078299808831;	0.006919406784420;	0.006429623965313;
0.020240485257523;	0.012825822874489;	0.007429329633688;	0.006895191532795;
0.021114553804778;	0.013474870838846;	0.007874372440784;	0.007299445670660;
0.021920117755665;	0.014069901700339;	0.008286422525398;	0.007675043880183;
0.022700672842583;	0.014640089873181;	0.008680239181722;	0.008034550790711;
0.023454414787638;	0.015187593434860;	0.009061877843281;	0.008387573638646;
0.024378972874638;	0.015913225059971;	0.009626802898206;	0.010828244368621;
0.025098932497075;	0.016440608215619;	0.009996589529044;	0.011171356698711;
0.025810799818578;	0.016963410471004;	0.010363441441692;	0.011511691985265;
0.026559869079315;	0.017506403517830;	0.010739143403439;	0.011858692654464;
0.027286871648153;	0.018041244941571;	0.011112571477943;	0.012206540813464;
0.028024001731700;	0.018582495495364;	0.011491502086894;	0.012565511296728;
0.028764064733533;	0.019124299214259;	0.011868107408575;	0.012919465397275;
0.029501780167738;	0.019670206237732;	0.012250210041137;	0.013276850751118;
0.030284473874479;	0.020245535769517;	0.012648747286877;	0.013650515473217;
0.031372959698088;	0.021539953388716;	0.014797645219762;	0.014387750205738;
0.032176075784716;	0.022135721202827;	0.015209558001403;	0.014778862079099;
0.032981572369142;	0.022742288851113;	0.015639370839825;	0.015176244303595;
0.033815963511152;	0.023368151224255;	0.016079995774342;	0.015591437672920;
0.034698481834079;	0.024022734702482;	0.016538249361172;	0.016027221750413;
0.035580207998817;	0.024675721320201;	0.016996406411513;	0.016463729724551;
0.036453328171182;	0.025351237912572;	0.017474708117008;	0.016911770253878;
0.037405143286065;	0.026051340441870;	0.017966110575709;	0.017389457458736;
0.038364334961286;	0.026785046103065;	0.018477599476634;	0.017875049111487;
0.039339285943367;	0.027504976828998;	0.018987606228485;	0.018373741385853;
0.040338009535375;	0.028286516580120;	0.019538461198385;	0.018902766816399;
0.041406063487837;	0.029073516268365;	0.020106415949710;	0.019450142176658;
0.042508980767285;	0.029932453655556;	0.020719516427538;	0.020033142282199;
0.043545239535653;	0.030729627535466;	0.021299836778228;	0.020601863198136;
0.044739719205254;	0.031645746200576;	0.021949174274542;	0.021229229942112;
0.045896667159521;	0.032531638582650;	0.022588163258639;	0.021861601911528;
0.047101718579393;	0.033486866310826;	0.023282553029787;	0.022532665337474;
0.048379076045293;	0.034463216406751;	0.023987219337479;	0.023231342652999;
0.049684006003201;	0.035495887169482;	0.024740430656027;	0.023966231856425;
0.050982555713050;	0.036523301968361;	0.025492624144234;	0.024714971995947;
0.052436426929707;	0.037666581635039;	0.026315117856343;	0.025530325024689;
0.053822312735760;	0.038785068415703;	0.027145369643330;	0.026353482122260;
0.055326815983829;	0.039982579568574;	0.028028263801656;	0.027238640810679;
0.056886504070397;	0.041225777009210;	0.028944762008881;	0.028157574228470;
